id,转换后JH,XJS,JX,FW,LJCZJS,JX_design,FW_design,LJCZJS_design,关键点
5197,B64-X56,369.63,4.5,144.7,369.59,N/A,N/A,N/A,0.0
5198,B64-X56,379.23,5.6,144.5,379.15,N/A,N/A,N/A,0.0
5199,B64-X56,388.75,7.3,146.2,388.61,N/A,N/A,N/A,0.0
5200,B64-X56,398.41,8.8,145.2,398.17,N/A,N/A,N/A,0.0
5201,B64-X56,407.97,9.6,144.7,407.61,N/A,N/A,N/A,0.0
5202,B64-X56,417.45,10.6,140.1,416.94,N/A,N/A,N/A,0.0
5203,B64-X56,427.1,11.0,135.3,426.42,N/A,N/A,N/A,0.0
5204,B64-X56,436.56,12.6,131.7,435.68,N/A,N/A,N/A,0.0
5205,B64-X56,446.02,14.2,132.7,444.88,N/A,N/A,N/A,0.0
5206,B64-X56,455.68,15.3,133.6,454.22,N/A,N/A,N/A,0.0
5207,B64-X56,465.14,16.7,132.1,463.32,N/A,N/A,N/A,0.0
5208,B64-X56,474.58,17.7,128.6,472.34,N/A,N/A,N/A,0.0
5209,B64-X56,484.0,18.8,128.2,481.28,N/A,N/A,N/A,0.0
5210,B64-X56,493.53,20.3,128.5,490.26,N/A,N/A,N/A,0.0
5211,B64-X56,503.05,20.6,129.0,499.18,N/A,N/A,N/A,0.0
5212,B64-X56,512.57,21.0,129.1,508.08,N/A,N/A,N/A,0.0
5213,B64-X56,522.09,21.7,129.3,516.95,N/A,N/A,N/A,0.0
5214,B64-X56,531.72,23.3,129.5,525.84,N/A,N/A,N/A,0.0
5215,B64-X56,541.34,24.9,129.8,534.63,N/A,N/A,N/A,0.0
5216,B64-X56,551.01,25.9,131.0,543.36,N/A,N/A,N/A,0.0
5217,B64-X56,560.66,27.3,132.1,551.99,N/A,N/A,N/A,0.0
5218,B64-X56,570.04,28.5,131.4,560.28,N/A,N/A,N/A,0.0
5219,B64-X56,579.62,29.6,131.0,568.65,N/A,N/A,N/A,0.0
5220,B64-X56,589.01,30.4,131.3,576.79,N/A,N/A,N/A,0.0
5221,B64-X56,598.59,31.5,131.9,585.0,N/A,N/A,N/A,0.0
5222,B64-X56,608.12,32.6,131.4,593.08,N/A,N/A,N/A,0.0
5223,B64-X56,617.8,33.6,131.0,601.19,N/A,N/A,N/A,0.0
5224,B64-X56,627.29,34.1,131.5,609.07,N/A,N/A,N/A,0.0
5225,B64-X56,636.92,35.5,130.8,616.98,N/A,N/A,N/A,0.0
5226,B64-X56,646.47,36.6,131.7,624.7,N/A,N/A,N/A,0.0
5227,B64-X56,675.04,35.7,131.4,647.77,N/A,N/A,N/A,2.0
5228,B64-X56,703.92,36.5,131.5,671.1,N/A,N/A,N/A,0.0
5229,B64-X56,732.69,36.8,131.8,694.18,N/A,N/A,N/A,0.0
5230,B64-X56,761.26,36.7,131.3,717.08,N/A,N/A,N/A,0.0
5231,B64-X56,789.89,35.6,131.9,740.19,N/A,N/A,N/A,0.0
5232,B64-X56,818.69,37.0,131.1,763.4,N/A,N/A,N/A,0.0
5233,B64-X56,847.48,37.2,130.2,786.37,N/A,N/A,N/A,0.0
5234,B64-X56,876.09,36.5,129.9,809.26,N/A,N/A,N/A,0.0
5235,B64-X56,904.8,37.3,131.0,832.22,N/A,N/A,N/A,0.0
5236,B64-X56,933.21,37.2,131.3,854.83,N/A,N/A,N/A,0.0
5237,B64-X56,961.62,37.1,131.6,877.48,N/A,N/A,N/A,0.0
5238,B64-X56,990.27,36.1,130.7,900.48,N/A,N/A,N/A,0.0
5239,B64-X56,1018.93,37.2,132.2,923.47,N/A,N/A,N/A,0.0
5240,B64-X56,1047.74,37.2,132.0,946.42,N/A,N/A,N/A,0.0
5241,B64-X56,1076.32,37.2,131.1,969.18,N/A,N/A,N/A,0.0
5242,B64-X56,1104.84,39.0,131.5,991.63,N/A,N/A,N/A,0.0
5243,B64-X56,1133.62,37.8,131.2,1014.18,N/A,N/A,N/A,0.0
5244,B64-X56,1162.32,37.0,131.0,1036.98,N/A,N/A,N/A,0.0
5245,B64-X56,1191.16,39.0,132.6,1059.71,N/A,N/A,N/A,0.0
5246,B64-X56,1220.02,38.4,132.8,1082.23,N/A,N/A,N/A,0.0
5247,B64-X56,1248.59,37.7,132.8,1104.73,N/A,N/A,N/A,0.0
5248,B64-X56,1277.19,38.9,130.3,1127.17,N/A,N/A,N/A,0.0
5249,B64-X56,1306.0,37.9,130.5,1149.75,N/A,N/A,N/A,0.0
5250,B64-X56,1334.79,37.1,130.5,1172.59,N/A,N/A,N/A,0.0
5251,B64-X56,1363.3,38.3,129.8,1195.15,N/A,N/A,N/A,0.0
5252,B64-X56,1392.26,38.3,130.1,1217.87,N/A,N/A,N/A,0.0
5253,B64-X56,1421.06,37.2,129.8,1240.64,N/A,N/A,N/A,0.0
5254,B64-X56,1449.63,38.5,132.0,1263.2,N/A,N/A,N/A,0.0
5255,B64-X56,1478.33,38.7,132.6,1285.63,N/A,N/A,N/A,0.0
5256,B64-X56,1507.06,38.5,132.0,1308.09,N/A,N/A,N/A,0.0
5257,B64-X56,1535.77,38.2,132.0,1330.6,N/A,N/A,N/A,0.0
5258,B64-X56,1564.66,38.0,132.2,1353.34,N/A,N/A,N/A,0.0
5259,B64-X56,1593.29,37.4,131.8,1375.99,N/A,N/A,N/A,0.0
5260,B64-X56,1621.86,38.6,132.2,1398.5,N/A,N/A,N/A,0.0
5261,B64-X56,1650.65,38.5,132.3,1421.02,N/A,N/A,N/A,0.0
5262,B64-X56,1679.46,38.5,132.8,1443.56,N/A,N/A,N/A,0.0
5263,B64-X56,1708.08,38.1,132.3,1466.03,N/A,N/A,N/A,0.0
5264,B64-X56,1736.77,37.9,131.6,1488.63,N/A,N/A,N/A,0.0
5265,B64-X56,1765.34,38.0,131.5,1511.16,N/A,N/A,N/A,0.0
5266,B64-X56,1793.69,38.2,131.6,1533.47,N/A,N/A,N/A,0.0
5267,B64-X56,1822.22,38.0,131.2,1555.92,N/A,N/A,N/A,0.0
5268,B64-X56,1850.74,38.0,131.3,1578.4,N/A,N/A,N/A,0.0
5269,B64-X56,1879.56,38.0,131.2,1601.11,N/A,N/A,N/A,0.0
5270,B64-X56,1908.4,37.9,131.0,1623.85,N/A,N/A,N/A,0.0
5271,B64-X56,1937.17,36.9,129.4,1646.7,N/A,N/A,N/A,0.0
5272,B64-X56,1965.92,36.7,130.3,1669.73,N/A,N/A,N/A,0.0
5273,B64-X56,1994.21,36.2,129.4,1692.48,N/A,N/A,N/A,0.0
5274,B64-X56,2022.8,36.5,128.8,1715.51,N/A,N/A,N/A,0.0
5275,B64-X56,2051.46,37.3,129.6,1738.43,N/A,N/A,N/A,0.0
5276,B64-X56,2080.08,37.5,129.9,1761.16,N/A,N/A,N/A,0.0
5277,B64-X56,2108.44,37.1,129.2,1783.72,N/A,N/A,N/A,0.0
5278,B64-X56,2137.21,37.6,130.1,1806.59,N/A,N/A,N/A,0.0
5279,B64-X56,2165.98,37.4,130.4,1829.42,N/A,N/A,N/A,0.0
5280,B64-X56,2194.64,37.2,130.3,1852.22,N/A,N/A,N/A,0.0
5281,B64-X56,2223.45,37.3,130.6,1875.15,N/A,N/A,N/A,0.0
5282,B64-X56,2252.31,37.1,130.8,1898.14,N/A,N/A,N/A,0.0
5283,B64-X56,2280.65,37.0,130.6,1920.75,N/A,N/A,N/A,0.0
5284,B64-X56,2309.38,36.9,130.4,1943.71,N/A,N/A,N/A,0.0
5285,B64-X56,2338.31,37.5,130.4,1966.76,N/A,N/A,N/A,0.0
5286,B64-X56,2366.98,37.7,130.0,1989.47,N/A,N/A,N/A,0.0
5287,B64-X56,2395.79,37.2,129.8,2012.34,N/A,N/A,N/A,0.0
5288,B64-X56,2424.26,37.2,129.4,2035.02,N/A,N/A,N/A,0.0
5289,B64-X56,2453.06,37.0,129.9,2057.99,N/A,N/A,N/A,0.0
5290,B64-X56,2481.78,36.4,129.1,2081.02,N/A,N/A,N/A,0.0
5291,B64-X56,2510.7,36.0,128.0,2104.36,N/A,N/A,N/A,0.0
5292,B64-X56,2539.35,35.7,127.5,2127.58,N/A,N/A,N/A,3.0
5293,B64-X56,2568.25,34.8,127.9,2151.18,N/A,N/A,N/A,0.0
5294,B64-X56,2596.77,33.6,128.1,2174.77,N/A,N/A,N/A,0.0
5295,B64-X56,2625.25,32.6,128.0,2198.63,N/A,N/A,N/A,0.0
5296,B64-X56,2653.68,31.9,129.5,2222.67,N/A,N/A,N/A,0.0
5297,B64-X56,2682.12,31.6,130.5,2246.85,N/A,N/A,N/A,0.0
5298,B64-X56,2710.59,31.5,130.6,2271.11,N/A,N/A,N/A,0.0
5299,B64-X56,2739.52,31.5,130.9,2295.78,N/A,N/A,N/A,0.0
5300,B64-X56,2768.73,31.6,131.6,2320.67,N/A,N/A,N/A,0.0
5301,B64-X56,2797.46,31.6,131.5,2345.14,N/A,N/A,N/A,0.0
5302,B64-X56,2815.0,31.5,131.5,2360.09,N/A,N/A,N/A,0.0
5303,B64-X56,2825.0,31.6,131.6,2368.61,N/A,N/A,N/A,0.0
10287,B64-X56,0.0,N/A,N/A,N/A,0.0,130.97,N/A,N/A
10288,B64-X56,350.0,N/A,N/A,N/A,0.0,130.97,350.0,N/A
10289,B64-X56,410.0,N/A,N/A,N/A,7.2,130.97,409.84,N/A
10290,B64-X56,470.0,N/A,N/A,N/A,14.4,130.97,468.74,N/A
10291,B64-X56,530.0,N/A,N/A,N/A,21.6,130.97,525.77,N/A
10292,B64-X56,590.0,N/A,N/A,N/A,28.8,130.97,580.02,N/A
10293,B64-X56,650.0,N/A,N/A,N/A,36.0,130.97,630.65,N/A
10294,B64-X56,663.18,N/A,N/A,N/A,37.58,130.97,641.2,N/A
10295,B64-X56,963.18,N/A,N/A,N/A,37.58,130.97,878.95,N/A
10296,B64-X56,1099.82,N/A,N/A,N/A,38.61,131.2,986.48,N/A
10297,B64-X56,1263.18,N/A,N/A,N/A,37.58,130.97,1115.05,N/A
10298,B64-X56,1496.53,N/A,N/A,N/A,38.61,131.2,1298.69,N/A
10299,B64-X56,1563.18,N/A,N/A,N/A,37.58,130.97,1351.14,N/A
10300,B64-X56,1810.06,N/A,N/A,N/A,38.61,131.2,1545.43,N/A
10301,B64-X56,1863.18,N/A,N/A,N/A,37.58,130.97,1587.23,N/A
10302,B64-X56,1899.64,N/A,N/A,N/A,38.61,131.2,1615.93,N/A
10303,B64-X56,2066.0,N/A,N/A,N/A,38.61,131.2,1745.92,N/A
10304,B64-X56,2163.18,N/A,N/A,N/A,37.58,130.97,1822.4,N/A
10305,B64-X56,2174.78,N/A,N/A,N/A,38.61,131.2,1831.53,N/A
10306,B64-X56,2463.18,N/A,N/A,N/A,37.58,130.97,2058.49,N/A
10307,B64-X56,2590.69,N/A,N/A,N/A,38.61,131.2,2158.84,N/A
10308,B64-X56,2715.96,N/A,N/A,N/A,37.58,130.97,2257.43,N/A
10309,B64-X56,2832.05,N/A,N/A,N/A,37.58,130.97,2349.43,N/A
5388,B64-X58,0.0,0.0,0.0,N/A,N/A,N/A,N/A,0.0
5389,B64-X58,5.25,0.33,144.38,5.25,N/A,N/A,N/A,0.0
5390,B64-X58,33.89,0.3,188.35,33.89,N/A,N/A,N/A,0.0
5391,B64-X58,62.53,0.27,219.31,62.53,N/A,N/A,N/A,0.0
5392,B64-X58,91.11,0.25,236.52,91.11,N/A,N/A,N/A,0.0
5393,B64-X58,119.82,0.24,249.43,119.82,N/A,N/A,N/A,0.0
5394,B64-X58,148.35,0.21,258.51,148.35,N/A,N/A,N/A,0.0
5395,B64-X58,176.94,0.27,264.08,176.94,N/A,N/A,N/A,0.0
5396,B64-X58,205.5,0.25,267.47,205.5,N/A,N/A,N/A,0.0
5397,B64-X58,223.5,0.4,270.68,223.5,N/A,N/A,N/A,0.0
5398,B64-X58,238.97,0.5,276.99,238.97,N/A,N/A,N/A,0.0
5399,B64-X58,267.71,0.6,287.58,267.71,N/A,N/A,N/A,0.0
5400,B64-X58,296.47,0.7,290.75,296.46,N/A,N/A,N/A,0.0
5401,B64-X58,325.26,0.7,288.11,325.25,N/A,N/A,N/A,0.0
5402,B64-X58,354.07,0.8,281.35,354.06,N/A,N/A,N/A,0.0
5403,B64-X58,382.83,0.6,276.92,382.82,N/A,N/A,N/A,0.0
5404,B64-X58,411.58,0.6,275.9,411.57,N/A,N/A,N/A,0.0
5405,B64-X58,440.34,0.8,276.06,440.32,N/A,N/A,N/A,0.0
5406,B64-X58,469.0,0.8,275.88,468.98,N/A,N/A,N/A,0.0
5407,B64-X58,497.68,0.6,275.65,497.66,N/A,N/A,N/A,0.0
5408,B64-X58,526.45,0.6,276.25,526.43,N/A,N/A,N/A,0.0
5409,B64-X58,555.17,0.7,277.43,555.15,N/A,N/A,N/A,0.0
5410,B64-X58,583.96,1.0,278.47,583.93,N/A,N/A,N/A,0.0
5411,B64-X58,612.78,1.0,277.73,612.75,N/A,N/A,N/A,0.0
5412,B64-X58,641.56,0.8,275.89,641.52,N/A,N/A,N/A,0.0
5413,B64-X58,670.3,1.2,274.1,670.26,N/A,N/A,N/A,0.0
5414,B64-X58,699.09,1.5,272.4,699.04,N/A,N/A,N/A,0.0
5415,B64-X58,727.87,1.3,271.68,727.81,N/A,N/A,N/A,0.0
5416,B64-X58,756.63,1.2,271.11,756.57,N/A,N/A,N/A,0.0
5417,B64-X58,785.32,1.9,270.26,785.25,N/A,N/A,N/A,0.0
5418,B64-X58,814.1,6.9,269.98,813.93,N/A,N/A,N/A,1.0
5419,B64-X58,842.88,11.1,272.08,842.35,N/A,N/A,N/A,0.0
5420,B64-X58,871.53,14.7,274.53,870.27,N/A,N/A,N/A,0.0
5421,B64-X58,900.28,18.4,276.68,897.83,N/A,N/A,N/A,0.0
5422,B64-X58,929.05,22.8,278.18,924.75,N/A,N/A,N/A,0.0
5423,B64-X58,957.8,26.0,278.49,950.93,N/A,N/A,N/A,0.0
5424,B64-X58,986.57,27.0,278.02,976.68,N/A,N/A,N/A,0.0
5425,B64-X58,1015.26,28.6,277.57,1002.05,N/A,N/A,N/A,2.0
5426,B64-X58,1043.97,28.5,277.3,1027.27,N/A,N/A,N/A,0.0
5427,B64-X58,1072.76,28.3,277.05,1052.6,N/A,N/A,N/A,0.0
5428,B64-X58,1101.42,28.2,276.87,1077.84,N/A,N/A,N/A,0.0
5429,B64-X58,1130.14,28.4,276.72,1103.13,N/A,N/A,N/A,0.0
5430,B64-X58,1158.8,28.8,276.6,1128.29,N/A,N/A,N/A,0.0
5431,B64-X58,1187.53,28.9,276.53,1153.46,N/A,N/A,N/A,0.0
5432,B64-X58,1216.32,28.5,276.46,1178.71,N/A,N/A,N/A,0.0
5433,B64-X58,1245.01,28.4,276.37,1203.94,N/A,N/A,N/A,0.0
5434,B64-X58,1273.81,29.1,276.26,1229.19,N/A,N/A,N/A,0.0
5435,B64-X58,1302.59,27.4,276.22,1254.54,N/A,N/A,N/A,0.0
5436,B64-X58,1331.37,27.3,276.28,1280.1,N/A,N/A,N/A,0.0
5437,B64-X58,1360.16,27.1,276.36,1305.71,N/A,N/A,N/A,0.0
5438,B64-X58,1388.9,27.3,276.43,1331.27,N/A,N/A,N/A,0.0
5439,B64-X58,1417.66,27.7,276.47,1356.78,N/A,N/A,N/A,0.0
5440,B64-X58,1446.39,27.9,276.5,1382.19,N/A,N/A,N/A,0.0
5441,B64-X58,1475.14,28.1,276.55,1407.58,N/A,N/A,N/A,0.0
5442,B64-X58,1503.9,28.0,276.59,1432.96,N/A,N/A,N/A,0.0
5443,B64-X58,1532.64,28.3,276.56,1458.3,N/A,N/A,N/A,0.0
5444,B64-X58,1561.34,28.4,276.52,1483.56,N/A,N/A,N/A,0.0
5445,B64-X58,1590.1,27.1,276.5,1509.01,N/A,N/A,N/A,0.0
5446,B64-X58,1618.89,26.6,276.48,1534.7,N/A,N/A,N/A,0.0
5447,B64-X58,1647.63,26.1,276.45,1560.45,N/A,N/A,N/A,0.0
5448,B64-X58,1676.41,26.1,276.42,1586.29,N/A,N/A,N/A,0.0
5449,B64-X58,1705.19,26.4,276.38,1612.11,N/A,N/A,N/A,0.0
5450,B64-X58,1733.96,26.3,276.34,1637.89,N/A,N/A,N/A,0.0
5451,B64-X58,1762.72,25.9,276.29,1663.71,N/A,N/A,N/A,0.0
5452,B64-X58,1791.51,26.0,276.23,1689.6,N/A,N/A,N/A,0.0
5453,B64-X58,1820.26,25.9,276.17,1715.45,N/A,N/A,N/A,0.0
5454,B64-X58,1849.03,25.7,276.09,1741.36,N/A,N/A,N/A,0.0
5455,B64-X58,1877.81,25.7,276.01,1767.29,N/A,N/A,N/A,0.0
5456,B64-X58,1906.58,25.5,275.94,1793.23,N/A,N/A,N/A,0.0
5457,B64-X58,1935.29,25.0,275.87,1819.2,N/A,N/A,N/A,0.0
5458,B64-X58,1964.07,24.9,275.79,1845.3,N/A,N/A,N/A,0.0
5459,B64-X58,1992.85,24.5,275.7,1871.44,N/A,N/A,N/A,0.0
5460,B64-X58,2021.64,24.8,275.64,1897.61,N/A,N/A,N/A,0.0
5461,B64-X58,2050.45,24.2,275.62,1923.82,N/A,N/A,N/A,0.0
5462,B64-X58,2079.21,24.6,275.6,1950.02,N/A,N/A,N/A,0.0
5463,B64-X58,2107.9,24.7,275.6,1976.09,N/A,N/A,N/A,0.0
5464,B64-X58,2136.64,24.1,275.62,2002.26,N/A,N/A,N/A,0.0
5465,B64-X58,2165.36,26.5,275.63,2028.23,N/A,N/A,N/A,0.0
5466,B64-X58,2194.11,27.9,275.63,2053.8,N/A,N/A,N/A,0.0
5467,B64-X58,2222.9,26.9,275.62,2079.36,N/A,N/A,N/A,0.0
5468,B64-X58,2251.65,26.2,275.6,2105.08,N/A,N/A,N/A,0.0
5469,B64-X58,2280.42,24.9,275.57,2131.03,N/A,N/A,N/A,0.0
5470,B64-X58,2309.06,25.9,275.54,2156.9,N/A,N/A,N/A,0.0
5471,B64-X58,2337.82,25.8,275.51,2182.78,N/A,N/A,N/A,0.0
5472,B64-X58,2366.55,25.5,275.46,2208.68,N/A,N/A,N/A,0.0
5473,B64-X58,2395.3,25.3,275.39,2234.65,N/A,N/A,N/A,0.0
5474,B64-X58,2424.05,26.2,275.29,2260.55,N/A,N/A,N/A,0.0
5475,B64-X58,2452.76,27.4,275.18,2286.18,N/A,N/A,N/A,0.0
5476,B64-X58,2481.41,28.0,275.05,2311.54,N/A,N/A,N/A,0.0
5477,B64-X58,2510.15,28.6,274.91,2336.85,N/A,N/A,N/A,0.0
5478,B64-X58,2537.0,29.0,274.79,2360.38,N/A,N/A,N/A,0.0
10324,B64-X58,0.0,N/A,N/A,N/A,0.0,260.0,N/A,N/A
10325,B64-X58,400.0,N/A,N/A,N/A,0.0,260.0,400.0,N/A
10326,B64-X58,420.0,N/A,N/A,N/A,1.5,260.0,420.0,N/A
10327,B64-X58,720.0,N/A,N/A,N/A,1.5,260.0,719.89,N/A
10328,B64-X58,800.0,N/A,N/A,N/A,1.5,260.0,799.87,N/A
10329,B64-X58,860.0,N/A,N/A,N/A,10.02,274.8,859.51,N/A
10330,B64-X58,920.0,N/A,N/A,N/A,18.6,276.01,917.59,N/A
10331,B64-X58,980.0,N/A,N/A,N/A,27.18,276.46,972.82,N/A
10332,B64-X58,981.17,N/A,N/A,N/A,27.34,276.47,973.86,N/A
10333,B64-X58,1281.17,N/A,N/A,N/A,27.34,276.47,1240.35,N/A
10334,B64-X58,1581.17,N/A,N/A,N/A,27.34,276.47,1506.84,N/A
10335,B64-X58,1881.17,N/A,N/A,N/A,27.34,276.47,1773.32,N/A
10336,B64-X58,2181.17,N/A,N/A,N/A,27.34,276.47,2039.81,N/A
10337,B64-X58,2434.71,N/A,N/A,N/A,27.34,276.47,2265.03,N/A
10338,B64-X58,2541.66,N/A,N/A,N/A,27.34,276.47,2360.04,N/A
5567,B64-X60,0.0,0.0,0.0,N/A,N/A,N/A,N/A,0.0
5568,B64-X60,19.74,0.5,186.6,19.74,N/A,N/A,N/A,0.0
5569,B64-X60,47.55,0.5,189.5,47.55,N/A,N/A,N/A,0.0
5570,B64-X60,75.45,0.5,186.6,75.45,N/A,N/A,N/A,0.0
5571,B64-X60,103.55,0.7,186.2,103.55,N/A,N/A,N/A,0.0
5572,B64-X60,131.91,0.7,189.7,131.9,N/A,N/A,N/A,0.0
5573,B64-X60,160.63,0.6,189.1,160.62,N/A,N/A,N/A,0.0
5574,B64-X60,189.4,0.9,189.6,189.39,N/A,N/A,N/A,0.0
5575,B64-X60,218.04,0.9,163.1,218.03,N/A,N/A,N/A,0.0
5576,B64-X60,227.79,1.5,161.6,227.77,N/A,N/A,N/A,1.0
5577,B64-X60,237.43,2.3,159.7,237.41,N/A,N/A,N/A,0.0
5578,B64-X60,247.1,2.9,160.0,247.07,N/A,N/A,N/A,0.0
5579,B64-X60,256.61,4.1,162.3,256.56,N/A,N/A,N/A,0.0
5580,B64-X60,265.97,5.1,160.6,265.89,N/A,N/A,N/A,0.0
5581,B64-X60,275.51,6.6,163.3,275.38,N/A,N/A,N/A,0.0
5582,B64-X60,285.04,7.6,163.1,284.84,N/A,N/A,N/A,0.0
5583,B64-X60,294.56,9.2,163.0,294.25,N/A,N/A,N/A,0.0
5584,B64-X60,304.03,10.9,163.6,303.58,N/A,N/A,N/A,0.0
5585,B64-X60,313.55,12.0,164.6,312.91,N/A,N/A,N/A,0.0
5586,B64-X60,323.27,13.9,164.8,322.38,N/A,N/A,N/A,0.0
5587,B64-X60,332.88,15.8,164.9,331.67,N/A,N/A,N/A,0.0
5588,B64-X60,342.35,16.9,164.9,340.76,N/A,N/A,N/A,0.0
5589,B64-X60,351.93,18.4,164.9,349.89,N/A,N/A,N/A,0.0
5590,B64-X60,361.41,19.9,164.2,358.84,N/A,N/A,N/A,0.0
5591,B64-X60,370.94,20.9,164.3,367.77,N/A,N/A,N/A,0.0
5592,B64-X60,380.37,22.5,165.2,376.53,N/A,N/A,N/A,0.0
5593,B64-X60,389.83,24.1,164.8,385.22,N/A,N/A,N/A,0.0
5594,B64-X60,399.35,25.1,166.0,393.88,N/A,N/A,N/A,0.0
5595,B64-X60,408.87,26.6,165.5,402.45,N/A,N/A,N/A,0.0
5596,B64-X60,418.42,28.0,165.7,410.93,N/A,N/A,N/A,0.0
5597,B64-X60,427.95,29.1,165.8,419.3,N/A,N/A,N/A,0.0
5598,B64-X60,437.55,31.0,165.3,427.61,N/A,N/A,N/A,0.0
5599,B64-X60,447.03,32.6,164.8,435.67,N/A,N/A,N/A,0.0
5600,B64-X60,456.67,33.5,163.8,443.75,N/A,N/A,N/A,0.0
5601,B64-X60,466.28,35.3,163.3,451.68,N/A,N/A,N/A,0.0
5602,B64-X60,475.8,36.7,162.5,459.38,N/A,N/A,N/A,0.0
5603,B64-X60,485.54,37.7,161.7,467.14,N/A,N/A,N/A,0.0
5604,B64-X60,495.16,39.3,161.8,474.67,N/A,N/A,N/A,0.0
5605,B64-X60,504.79,40.2,162.0,482.07,N/A,N/A,N/A,2.0
5606,B64-X60,514.41,40.4,162.5,489.41,N/A,N/A,N/A,0.0
5607,B64-X60,543.29,40.5,162.8,511.38,N/A,N/A,N/A,0.0
5608,B64-X60,572.16,39.7,163.4,533.47,N/A,N/A,N/A,0.0
5609,B64-X60,601.04,40.1,163.4,555.62,N/A,N/A,N/A,0.0
5610,B64-X60,618.82,40.0,163.5,569.23,N/A,N/A,N/A,0.0
5611,B64-X60,647.43,39.0,163.4,591.31,N/A,N/A,N/A,0.0
5612,B64-X60,676.04,42.3,164.2,613.01,N/A,N/A,N/A,0.0
5613,B64-X60,704.91,42.3,165.2,634.37,N/A,N/A,N/A,0.0
5614,B64-X60,732.91,42.2,166.0,655.09,N/A,N/A,N/A,0.0
5615,B64-X60,761.46,42.1,166.3,676.26,N/A,N/A,N/A,0.0
5616,B64-X60,790.0,42.7,166.2,697.33,N/A,N/A,N/A,0.0
5617,B64-X60,818.45,42.6,163.4,718.26,N/A,N/A,N/A,0.0
5618,B64-X60,847.08,43.1,163.5,739.25,N/A,N/A,N/A,0.0
5619,B64-X60,875.86,43.1,163.0,760.26,N/A,N/A,N/A,0.0
5620,B64-X60,904.62,43.1,162.9,781.26,N/A,N/A,N/A,0.0
5621,B64-X60,933.27,42.8,163.4,802.23,N/A,N/A,N/A,0.0
5622,B64-X60,961.99,42.2,164.5,823.41,N/A,N/A,N/A,0.0
5623,B64-X60,990.55,41.7,163.9,844.65,N/A,N/A,N/A,0.0
5624,B64-X60,1019.28,43.5,163.8,865.8,N/A,N/A,N/A,0.0
5625,B64-X60,1047.57,42.9,165.2,886.42,N/A,N/A,N/A,0.0
5626,B64-X60,1076.13,42.7,165.1,907.37,N/A,N/A,N/A,0.0
5627,B64-X60,1104.83,42.2,165.4,928.55,N/A,N/A,N/A,0.0
5628,B64-X60,1133.53,42.6,163.7,949.74,N/A,N/A,N/A,0.0
5629,B64-X60,1162.15,42.3,163.7,970.86,N/A,N/A,N/A,0.0
5630,B64-X60,1190.96,41.9,163.8,992.24,N/A,N/A,N/A,0.0
5631,B64-X60,1219.68,43.6,163.1,1013.33,N/A,N/A,N/A,0.0
5632,B64-X60,1248.24,43.2,162.8,1034.08,N/A,N/A,N/A,0.0
5633,B64-X60,1276.83,42.7,162.5,1055.0,N/A,N/A,N/A,0.0
5634,B64-X60,1305.65,42.8,162.4,1076.17,N/A,N/A,N/A,0.0
5635,B64-X60,1334.46,42.9,162.3,1097.29,N/A,N/A,N/A,0.0
5636,B64-X60,1363.25,42.4,163.2,1118.46,N/A,N/A,N/A,0.0
5637,B64-X60,1391.96,42.1,162.9,1139.72,N/A,N/A,N/A,0.0
5638,B64-X60,1420.51,41.9,163.5,1160.93,N/A,N/A,N/A,0.0
5639,B64-X60,1449.25,41.3,164.3,1182.42,N/A,N/A,N/A,0.0
5640,B64-X60,1477.89,42.1,164.1,1203.81,N/A,N/A,N/A,0.0
5641,B64-X60,1506.45,42.8,163.8,1224.88,N/A,N/A,N/A,0.0
5642,B64-X60,1535.32,43.0,163.5,1246.03,N/A,N/A,N/A,0.0
5643,B64-X60,1564.04,43.2,163.5,1267.0,N/A,N/A,N/A,0.0
5644,B64-X60,1593.02,42.7,164.9,1288.21,N/A,N/A,N/A,0.0
5645,B64-X60,1621.48,42.5,165.7,1309.16,N/A,N/A,N/A,0.0
5646,B64-X60,1650.01,43.1,165.0,1330.09,N/A,N/A,N/A,0.0
5647,B64-X60,1678.68,43.7,163.5,1350.92,N/A,N/A,N/A,0.0
5648,B64-X60,1707.48,43.6,163.3,1371.76,N/A,N/A,N/A,0.0
5649,B64-X60,1736.04,43.7,162.8,1392.43,N/A,N/A,N/A,0.0
5650,B64-X60,1764.47,42.0,164.2,1413.27,N/A,N/A,N/A,0.0
5651,B64-X60,1793.28,42.1,164.5,1434.66,N/A,N/A,N/A,0.0
5652,B64-X60,1822.06,41.9,165.0,1456.05,N/A,N/A,N/A,0.0
5653,B64-X60,1850.46,41.9,162.9,1477.19,N/A,N/A,N/A,0.0
5654,B64-X60,1879.2,42.0,162.5,1498.56,N/A,N/A,N/A,0.0
5655,B64-X60,1907.8,42.3,162.5,1519.77,N/A,N/A,N/A,0.0
5656,B64-X60,1936.61,42.6,162.0,1541.03,N/A,N/A,N/A,0.0
5657,B64-X60,1965.36,41.7,163.0,1562.34,N/A,N/A,N/A,0.0
5658,B64-X60,1994.24,42.2,162.1,1583.82,N/A,N/A,N/A,0.0
5659,B64-X60,2023.04,42.2,162.6,1605.15,N/A,N/A,N/A,0.0
5660,B64-X60,2051.55,42.9,161.6,1626.16,N/A,N/A,N/A,0.0
5661,B64-X60,2079.99,41.0,162.7,1647.31,N/A,N/A,N/A,0.0
